MAG	basin	sample_type	compl	contam	numb_scaffolds	genome_size	GC	sPROD	METHANO	rhodanase	phsA	dsrB	MAG_FULL_tax
WGB_IN_FF_mh_bin.7	Western Gulf Basin	input	91.81	0.49	122	2629605	51	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__JAJTFW01;s__
WGB_IN_FF_mh_bin.75	Western Gulf Basin	input	68.74	1.78	229	2034062	63.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__CAIKBL01;s__
AND_IN_BTW_bin.10	Anadarko Basin	input	52.45	1.24	75	766508	44.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__
AND_IN_DM_bin.15	Anadarko Basin	input	60.34	1.72	120	1186678	43.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
AND_IN_DM_bin.3	Anadarko Basin	input	50.88	0	11	853545	32.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__DSM-24629;g__;s__
AND_IN_FF2_bin.1	Anadarko Basin	input	61.21	0	78	905190	46.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__
AND_IN_FF2_bin.106	Anadarko Basin	input	88.89	0	11	1527996	37.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AND_IN_FF2_bin.135	Anadarko Basin	input	76	1.45	108	1123156	36	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__UBA5453;g__Acholeplasma_C;s__Acholeplasma_C brassicae
AND_IN_FF2_bin.24	Anadarko Basin	input	88.69	0	42	1371225	31	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA1997;g__UBA2645;s__
AND_IN_FF2_bin.26	Anadarko Basin	input	85.1	0.99	120	1637752	39.6	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Halolactibacillus;s__
AND_IN_FF2_bin.28	Anadarko Basin	input	79.51	0.4	142	1768150	36.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__;s__
AND_IN_FF2_bin.48	Anadarko Basin	input	80.79	1.12	76	2142703	71.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Chryseoglobus;s__
AND_IN_FF2_bin.51	Anadarko Basin	input	65.65	0	38	476422	36.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA5272;g__;s__
AND_IN_FF2_bin.52	Anadarko Basin	input	78.62	2.33	335	3761505	65.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis sp003609835
AND_IN_FF2_bin.60	Anadarko Basin	input	95.94	2.25	167	2894889	37.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis
AND_IN_FF2_bin.62	Anadarko Basin	input	82.4	0	80	1999273	60.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes
AND_IN_FF2_bin.65	Anadarko Basin	input	56.19	0	15	695793	46.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__JAACPR01;g__JAGOTN01;s__
AND_IN_FF2_bin.73	Anadarko Basin	input	97.06	3.98	95	3307807	67.6	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
AND_IN_FF3_bin.16	Anadarko Basin	input	99.71	0	34	4365824	65.8	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter sp006715225
AND_IN_FF3_bin.21	Anadarko Basin	input	82.39	0	110	2283733	69.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__SYIB01;s__
AND_IN_FF3_bin.24	Anadarko Basin	input	86.82	0.28	258	3938699	55.4	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__;s__
AND_IN_FF3_bin.32	Anadarko Basin	input	59.35	1.2	118	995064	38	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius
AND_IN_FF3_bin.39	Anadarko Basin	input	62.64	0	96	1058680	30.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA1997;g__SYAR01;s__
AND_IN_POS_bin.21	Anadarko Basin	input	70.72	2.98	208	2371189	39.3	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter oleivorans
AND_IN_PRE_bin.14	Anadarko Basin	input	63.79	0	294	3523849	58	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium_A;s__Rhizobium_A rhizoryzae
AND_IN_PRE_bin.33	Anadarko Basin	input	94.74	0	59	4186734	39.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__
AND_IN_PRE_bin.47	Anadarko Basin	input	66.88	3.45	195	2898210	31.7	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium;s__
AND_IN_PRE_bin.54	Anadarko Basin	input	94.52	0.88	51	2964401	41.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
AND_IN_PRE_bin.56	Anadarko Basin	input	95.3	0	69	2644889	50.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylophilus;s__Methylophilus sp008015755
AND_IN_PRE_bin.86	Anadarko Basin	input	84.65	1.95	645	9220606	70.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus fulvus
AND_IN_SW_bin.17	Anadarko Basin	input	56.45	0	44	542845	40.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__AWTP1-31;g__CAJAXB01;s__
AND_IN_SW_bin.21	Anadarko Basin	input	61.63	1.12	73	622308	41	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA970;s__
AND_IN_SW_bin.29	Anadarko Basin	input	57.16	0	35	548952	36	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales_A;f__1604HC;g__;s__
AND_IN_SW_bin.3	Anadarko Basin	input	84.27	0.11	63	907361	40.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA970;s__
AND_IN_SW_bin.4	Anadarko Basin	input	61.23	0	15	478580	47.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales_A;f__;g__;s__
AND_IN_SW_bin.8	Anadarko Basin	input	52.59	1.72	169	1631373	46.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__CAIKAF01;f__CAIKAF01;g__CAIKAF01;s__CAIKAF01 sp903825395
AND-1_PF_day141_bin.13	Anadarko Basin	produced fluid	85.66	0	132	1599608	31.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Tissierellaceae_C;g__Soehngenia;s__
AND-1_PF_day141_bin.14	Anadarko Basin	produced fluid	75.86	1.72	89	1658265	26.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__Marinitoga;s__Marinitoga litoralis
AND-1_PF_day141_bin.56	Anadarko Basin	produced fluid	96.49	0	35	1853828	39	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Fervidobacterium;s__Fervidobacterium pennivorans
AND-1_PF_day141_bin.8	Anadarko Basin	produced fluid	96.17	2.91	55	2565270	47.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__
AND-1_PF_day183_bin.21	Anadarko Basin	produced fluid	99.52	1.43	42	3068250	38	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tenuifilaceae;g__Tenuifilum;s__Tenuifilum thalassicum
AND-1_PF_day183_bin.28	Anadarko Basin	produced fluid	97.53	0	111	4594407	55.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__Thermogutta;s__
AND-1_PF_day183_bin.32	Anadarko Basin	produced fluid	84.84	2.14	265	1967381	28.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTU049;g__DTU049;s__DTU049 sp001513285
AND-1_PF_day183_bin.37	Anadarko Basin	produced fluid	88.24	1.69	138	1669256	64.3	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Thermanaerovibrio;s__Thermanaerovibrio acidaminovorans
AND-1_PF_day183_bin.8	Anadarko Basin	produced fluid	98.56	3.1	100	3103303	32	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ML635J-15;g__Bact-19;s__Bact-19 sp001603595
AND-1_PF_day225_bin.36	Anadarko Basin	produced fluid	98.8	0	59	3177517	48.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Breznakiellaceae;g__Gracilinema;s__Gracilinema sp012517385
AND-1_PF_day323_bin.17	Anadarko Basin	produced fluid	67.67	1.58	130	1383409	43.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__
AND-1_PF_day323_bin.35	Anadarko Basin	produced fluid	94.67	0	107	2035739	30.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Thermosipho;s__Thermosipho africanus
AND-1_PF_day514_bin.12	Anadarko Basin	produced fluid	82.7	1.48	110	1929401	43.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Mahellales;f__Mahellaceae;g__Mahella;s__
AND-1_PF_day514_bin.2	Anadarko Basin	produced fluid	74.68	0	161	1976106	44.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__Biomaibacter;s__Biomaibacter acetigenes
AND-2_PF_day105_bin.2	Anadarko Basin	produced fluid	94.32	0	29	2988660	54.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__JAHDQI01;s__
AND-2_PF_day105_bin.6	Anadarko Basin	produced fluid	92.98	0	54	1314532	29.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Thermosipho_A;s__
AND-2_PF_day141_bin.43	Anadarko Basin	produced fluid	72.54	1.13	148	2014616	40.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_I;s__Bacteroides_I graminisolvens
AND-2_PF_day183_bin.34	Anadarko Basin	produced fluid	99.02	0	58	2106309	38	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans sp014361205
AND-2_PF_day323_bin.8	Anadarko Basin	produced fluid	95.14	2.82	165	2908823	35.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae;g__Defluviitalea_A;s__Defluviitalea_A raffinosedens
AND-2_PF_day514_bin.13	Anadarko Basin	produced fluid	93.01	1.21	114	2028534	46.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__Caldicoprobacter;s__Caldicoprobacter algeriensis
AND-2_PF_day514_bin.34	Anadarko Basin	produced fluid	75.54	1.63	217	2387418	41.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Anaerophaga;s__Anaerophaga thermohalophila
AND-2_PF_day514_bin.41	Anadarko Basin	produced fluid	58.08	1.2	137	1272490	49	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__Sphaerochaeta sp020054965
AND-2_PF_day514_bin.9	Anadarko Basin	produced fluid	96.49	2.06	65	2258050	58	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__DTU030;c__DTU030;o__DUMP01;f__DUMP01;g__DUMP01;s__
AND-3_IN_SW_bin.103	Anadarko Basin	input	77.3	1.79	176	2759509	50.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA6144;s__
AND-3_IN_SW_bin.104	Anadarko Basin	input	91.89	3.72	208	3425980	65.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__SXXZ01;s__
AND-3_IN_SW_bin.115	Anadarko Basin	input	88.25	0.55	98	2049072	54	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__
AND-3_IN_SW_bin.116	Anadarko Basin	input	99.46	2.42	151	3518780	37.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__Paludibacter sp903899865
AND-3_IN_SW_bin.117	Anadarko Basin	input	82.39	1.29	255	4526449	72.3	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__JAJYLH01;g__;s__
AND-3_IN_SW_bin.119	Anadarko Basin	input	69.72	0	54	909504	63.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Limnocylindraceae;g__Limnocylindrus;s__
AND-3_IN_SW_bin.120	Anadarko Basin	input	64.96	0.72	243	2277515	42.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA2798;g__;s__
AND-3_IN_SW_bin.122	Anadarko Basin	input	80.65	0	136	2346362	62.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__
AND-3_IN_SW_bin.127	Anadarko Basin	input	86.76	0.89	51	3206044	37	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA4096;s__
AND-3_IN_SW_bin.131	Anadarko Basin	input	51.72	0	86	780500	56.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__CAMDTE01;s__
AND-3_IN_SW_bin.134	Anadarko Basin	input	94.92	0	72	2816769	39.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__M0103;s__
AND-3_IN_SW_bin.135	Anadarko Basin	input	68.5	0.81	123	1443525	41.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__
AND-3_IN_SW_bin.136	Anadarko Basin	input	92.84	0	98	2787971	37.3	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__;s__
AND-3_IN_SW_bin.137	Anadarko Basin	input	90.64	0	37	2067251	41.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__SXYR01;s__
AND-3_IN_SW_bin.138	Anadarko Basin	input	68.57	0	163	2120648	42	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__CAMCTV01;s__
AND-3_IN_SW_bin.141	Anadarko Basin	input	64.11	1.4	160	1422182	34.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017856545
AND-3_IN_SW_bin.148	Anadarko Basin	input	86.15	0	62	3632495	50.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__RFOM01;s__
AND-3_IN_SW_bin.149	Anadarko Basin	input	98.52	0	35	3191926	41.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__
AND-3_IN_SW_bin.150	Anadarko Basin	input	83.18	0.45	90	2637090	37.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__;s__
AND-3_IN_SW_bin.152	Anadarko Basin	input	97.54	0.74	53	3784414	37.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__
AND-3_IN_SW_bin.154	Anadarko Basin	input	95.47	0.54	47	1754284	59.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__TMED14;s__TMED14 sp016868755
AND-3_IN_SW_bin.157	Anadarko Basin	input	55.49	0	37	508021	40.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__CALRBL01;g__CALRBL01;s__
AND-3_IN_SW_bin.158	Anadarko Basin	input	54.48	1.72	298	2766639	63.2	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__CAIURC01;s__CAIURC01 sp945860355
AND-3_IN_SW_bin.161	Anadarko Basin	input	61.64	0	88	1075746	54.3	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA954;s__UBA954 sp002293155
AND-3_IN_SW_bin.168	Anadarko Basin	input	92.62	0.55	96	2245943	32.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA961;g__UBA961;s__UBA961 sp023259575
AND-3_IN_SW_bin.174	Anadarko Basin	input	88.49	1.61	266	4518634	72.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__CAIOSP01;s__
AND-3_IN_SW_bin.177	Anadarko Basin	input	77.76	0.86	90	3963440	45.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pararheinheimera;s__
AND-3_IN_SW_bin.183	Anadarko Basin	input	99.19	0.11	103	3063659	41.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__M0103;s__
AND-3_IN_SW_bin.192	Anadarko Basin	input	57.15	0.3	123	1219920	59.7	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA2463;s__
AND-3_IN_SW_bin.194	Anadarko Basin	input	60.42	0.84	237	2160308	55.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__OMII01;g__OMII01;s__
AND-3_IN_SW_bin.197	Anadarko Basin	input	97.14	1.43	82	3226624	33.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__UBA2475;s__
AND-3_IN_SW_bin.200	Anadarko Basin	input	69.51	1.2	309	3110978	70.1	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rubrivivax;s__
AND-3_IN_SW_bin.203	Anadarko Basin	input	87.89	0	115	2242588	39.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__CAIKLP01;g__;s__
AND-3_IN_SW_bin.207	Anadarko Basin	input	65.99	0.15	199	2418401	49.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Catalimonadaceae;g__CAMDMI01;s__
AND-3_IN_SW_bin.209	Anadarko Basin	input	67.26	0	179	2018730	44	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp020403455
AND-3_IN_SW_bin.212	Anadarko Basin	input	61.79	1.82	256	2530258	49.6	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__
AND-3_IN_SW_bin.22	Anadarko Basin	input	68.42	1.72	81	1248254	46.3	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__
AND-3_IN_SW_bin.225	Anadarko Basin	input	85.47	2.9	339	5192050	69.7	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__VGSZ01;g__VGSZ01;s__
AND-3_IN_SW_bin.23	Anadarko Basin	input	87.38	0.31	164	3670357	49.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pararheinheimera;s__
AND-3_IN_SW_bin.230	Anadarko Basin	input	93.65	0.67	87	3708475	61.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__QWPT01;s__
AND-3_IN_SW_bin.232	Anadarko Basin	input	67.99	0.48	194	1986820	31.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__JADJDM01;s__
AND-3_IN_SW_bin.239	Anadarko Basin	input	92.95	0.26	87	2608180	52.2	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax_C;s__
AND-3_IN_SW_bin.24	Anadarko Basin	input	95.08	0.35	60	2536027	39	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
AND-3_IN_SW_bin.241	Anadarko Basin	input	55.38	0	83	863697	48.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__IMCC26077;s__
